measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,52,Romania,3,Both,22,All Ages,562,Opioid use disorders,3,Rate,1992,0.5136384809618607,0.5726305029324422,0.44567382335432726
1,Deaths,33,Armenia,1,Male,22,All Ages,562,Opioid use disorders,3,Rate,1990,0.21523445220550153,0.24253295809965766,0.19175768730224294
1,Deaths,33,Armenia,2,Female,22,All Ages,562,Opioid use disorders,3,Rate,1990,0.06664045879288069,0.07620494807115451,0.05310866298785485
1,Deaths,33,Armenia,3,Both,22,All Ages,562,Opioid use disorders,3,Rate,1990,0.13947511390139766,0.15340117319939464,0.12533331756944044
1,Deaths,44,Bosnia and Herzegovina,1,Male,22,All Ages,562,Opioid use disorders,3,Rate,1991,0.14118278658905234,0.17330832248931421,0.11327229149153735
1,Deaths,44,Bosnia and Herzegovina,2,Female,22,All Ages,562,Opioid use disorders,3,Rate,1991,0.02243345591409238,0.026382189318640753,0.018173884095606777
1,Deaths,44,Bosnia and Herzegovina,3,Both,22,All Ages,562,Opioid use disorders,3,Rate,1991,0.08175291988506124,0.09813770524250107,0.06657176624429889
1,Deaths,68,South Korea,1,Male,22,All Ages,562,Opioid use disorders,3,Rate,1991,0.1881775899227556,0.21105875959122727,0.15907536614217976
1,Deaths,68,South Korea,2,Female,22,All Ages,562,Opioid use disorders,3,Rate,1991,0.1028499358129309,0.11628503250735533,0.08518373057496242
1,Deaths,68,South Korea,3,Both,22,All Ages,562,Opioid use disorders,3,Rate,1991,0.14570448499274002,0.15981136118586142,0.1290051121430439
1,Deaths,185,Rwanda,1,Male,22,All Ages,562,Opioid use disorders,3,Rate,1990,0.3653748998392343,0.5295268227300124,0.1630466811684464
1,Deaths,185,Rwanda,2,Female,22,All Ages,562,Opioid use disorders,3,Rate,1990,0.046330787305912675,0.06506067759258821,0.021652989493362768
1,Deaths,185,Rwanda,3,Both,22,All Ages,562,Opioid use disorders,3,Rate,1990,0.2018050347017998,0.28234513365861325,0.09382392975732162
1,Deaths,212,Mauritania,1,Male,22,All Ages,562,Opioid use disorders,3,Rate,1990,0.6842214661945056,0.9072630284178402,0.4988820476371701
1,Deaths,212,Mauritania,2,Female,22,All Ages,562,Opioid use disorders,3,Rate,1990,0.09889223183461983,0.12538573091923955,0.07811017577304903
1,Deaths,212,Mauritania,3,Both,22,All Ages,562,Opioid use disorders,3,Rate,1990,0.38872102769966194,0.4982931452050991,0.295797167831578
1,Deaths,135,Brazil,1,Male,22,All Ages,562,Opioid use disorders,3,Rate,1990,0.4256250665725463,0.44711497995875377,0.4056164034485189
1,Deaths,135,Brazil,2,Female,22,All Ages,562,Opioid use disorders,3,Rate,1990,0.10526986329819846,0.10969740258979588,0.10045502529927865
1,Deaths,135,Brazil,3,Both,22,All Ages,562,Opioid use disorders,3,Rate,1990,0.2636615509771205,0.27463576671216133,0.25280013875992113
1,Deaths,109,Cuba,1,Male,22,All Ages,562,Opioid use disorders,3,Rate,1990,0.1847006591509493,0.20628318066679363,0.16537525073007914
1,Deaths,109,Cuba,2,Female,22,All Ages,562,Opioid use disorders,3,Rate,1990,0.05361064683758089,0.06157798245881547,0.04437871633774746
1,Deaths,109,Cuba,3,Both,22,All Ages,562,Opioid use disorders,3,Rate,1990,0.11955286842458464,0.13067881615321703,0.10893367422777016
1,Deaths,10,Cambodia,1,Male,22,All Ages,562,Opioid use disorders,3,Rate,1990,0.16921817371693057,0.2573065865935734,0.05691145876744266
1,Deaths,10,Cambodia,2,Female,22,All Ages,562,Opioid use disorders,3,Rate,1990,0.07246003654184184,0.12275226594148073,0.028088424007786914
1,Deaths,10,Cambodia,3,Both,22,All Ages,562,Opioid use disorders,3,Rate,1990,0.11868341744864469,0.17203807451553113,0.044832064258033065
1,Deaths,180,Kenya,1,Male,22,All Ages,562,Opioid use disorders,3,Rate,1992,0.17826905839696863,0.27068079773254816,0.12390421680879501
1,Deaths,180,Kenya,2,Female,22,All Ages,562,Opioid use disorders,3,Rate,1992,0.010819161565954197,0.012921649103465644,0.008912662786659073
1,Deaths,180,Kenya,3,Both,22,All Ages,562,Opioid use disorders,3,Rate,1992,0.09391085275399061,0.1397388931307461,0.06734476812478701
1,Deaths,43,Albania,1,Male,22,All Ages,562,Opioid use disorders,3,Rate,1991,0.14950182853690583,0.182674014796933,0.08711235824556222
1,Deaths,43,Albania,2,Female,22,All Ages,562,Opioid use disorders,3,Rate,1991,0.029458005749506796,0.03555524792977218,0.017208685532747747
1,Deaths,43,Albania,3,Both,22,All Ages,562,Opioid use disorders,3,Rate,1991,0.09110191230483183,0.10927142192056441,0.05444661091867047
1,Deaths,84,Ireland,1,Male,22,All Ages,562,Opioid use disorders,3,Rate,1990,0.43989137637050113,0.5057185834010356,0.3795923667686349
1,Deaths,84,Ireland,2,Female,22,All Ages,562,Opioid use disorders,3,Rate,1990,0.06774049710783615,0.07823880654520338,0.057741025869705476
1,Deaths,84,Ireland,3,Both,22,All Ages,562,Opioid use disorders,3,Rate,1990,0.2531918193697502,0.28678035161864684,0.22282084362840354
1,Deaths,196,South Africa,1,Male,22,All Ages,562,Opioid use disorders,3,Rate,1991,7.802182819551715,8.885885194572975,6.904151080269905
1,Deaths,196,South Africa,2,Female,22,All Ages,562,Opioid use disorders,3,Rate,1991,2.587671157601131,2.8327586255845665,2.357086167377924
1,Deaths,196,South Africa,3,Both,22,All Ages,562,Opioid use disorders,3,Rate,1991,5.10408648857863,5.650035926966668,4.65010936267083
1,Deaths,11,Indonesia,1,Male,22,All Ages,562,Opioid use disorders,3,Rate,1990,0.10113083812769114,0.12216529668292443,0.06617162258626917
1,Deaths,11,Indonesia,2,Female,22,All Ages,562,Opioid use disorders,3,Rate,1990,0.05346546652583339,0.07606488227031535,0.03676037461803058
1,Deaths,11,Indonesia,3,Both,22,All Ages,562,Opioid use disorders,3,Rate,1990,0.07724996374843722,0.09349783403421066,0.05463396492356101
1,Deaths,69,Singapore,1,Male,22,All Ages,562,Opioid use disorders,3,Rate,1991,0.14100812111548663,0.1604466012544649,0.12442914460190718
1,Deaths,69,Singapore,2,Female,22,All Ages,562,Opioid use disorders,3,Rate,1991,0.043625510618634955,0.04876037420465955,0.03909256494119675
1,Deaths,69,Singapore,3,Both,22,All Ages,562,Opioid use disorders,3,Rate,1991,0.09488858390450547,0.10515977323100882,0.0855939025588586
1,Deaths,128,Guatemala,1,Male,22,All Ages,562,Opioid use disorders,3,Rate,1992,1.8843256956154382,2.407967061397753,1.2758168339667861
1,Deaths,128,Guatemala,2,Female,22,All Ages,562,Opioid use disorders,3,Rate,1992,0.6000731415787354,0.7322799859209201,0.4280403104813169
1,Deaths,128,Guatemala,3,Both,22,All Ages,562,Opioid use disorders,3,Rate,1992,1.2355118427250305,1.5105107563637044,0.9009675057074795
1,Deaths,298,American Samoa,1,Male,22,All Ages,562,Opioid use disorders,3,Rate,1991,0.29554882090392015,0.38323076468073913,0.2238804009729202
1,Deaths,298,American Samoa,2,Female,22,All Ages,562,Opioid use disorders,3,Rate,1991,0.10262216051916587,0.1283169535789091,0.07893562302289348
1,Deaths,298,American Samoa,3,Both,22,All Ages,562,Opioid use disorders,3,Rate,1991,0.20179028515783312,0.24869981789361198,0.1607602768005519
1,Deaths,144,Jordan,1,Male,22,All Ages,562,Opioid use disorders,3,Rate,1991,1.0058546377378748,1.2569017650506482,0.8005064290949896
1,Deaths,144,Jordan,2,Female,22,All Ages,562,Opioid use disorders,3,Rate,1991,0.22906109383744785,0.2876854826744866,0.17349558480750085
1,Deaths,144,Jordan,3,Both,22,All Ages,562,Opioid use disorders,3,Rate,1991,0.6354283235672344,0.7753310228558091,0.5214968163531953
1,Deaths,170,Congo,1,Male,22,All Ages,562,Opioid use disorders,3,Rate,1991,2.399693221638215,3.2645481062599386,1.6370500468126812
1,Deaths,170,Congo,2,Female,22,All Ages,562,Opioid use disorders,3,Rate,1991,0.41391442461196143,0.5686589276729941,0.2747629471688367
1,Deaths,170,Congo,3,Both,22,All Ages,562,Opioid use disorders,3,Rate,1991,1.3845066193463849,1.8170387961260859,0.9906937236599671
1,Deaths,110,Dominica,1,Male,22,All Ages,562,Opioid use disorders,3,Rate,1990,0.1917989427545864,0.22727657008297453,0.14916341715396947
1,Deaths,110,Dominica,2,Female,22,All Ages,562,Opioid use disorders,3,Rate,1990,0.0919104830631138,0.10622166487468541,0.07138762059588731
1,Deaths,110,Dominica,3,Both,22,All Ages,562,Opioid use disorders,3,Rate,1990,0.14161594144530756,0.1599708834851504,0.118962230323548
1,Deaths,45,Bulgaria,1,Male,22,All Ages,562,Opioid use disorders,3,Rate,1991,0.12637455141289897,0.1491394883625177,0.10556300395319648
1,Deaths,45,Bulgaria,2,Female,22,All Ages,562,Opioid use disorders,3,Rate,1991,0.037935995084142665,0.04275740949396194,0.03342946633271431
1,Deaths,45,Bulgaria,3,Both,22,All Ages,562,Opioid use disorders,3,Rate,1991,0.08153106831647172,0.09310052677258022,0.07102025329873507
1,Deaths,12,Laos,1,Male,22,All Ages,562,Opioid use disorders,3,Rate,1990,0.2835966250132925,0.4392553697835959,0.10478018390966377
1,Deaths,12,Laos,2,Female,22,All Ages,562,Opioid use disorders,3,Rate,1990,0.1126114148709552,0.19803646475975087,0.04254925594956721
1,Deaths,12,Laos,3,Both,22,All Ages,562,Opioid use disorders,3,Rate,1990,0.19661466388620916,0.2934540414160483,0.08054164163870377
1,Deaths,213,Niger,1,Male,22,All Ages,562,Opioid use disorders,3,Rate,1990,0.30908123467942133,0.5197987119736929,0.17879685756078817
1,Deaths,213,Niger,2,Female,22,All Ages,562,Opioid use disorders,3,Rate,1990,0.05523829805892807,0.07475146947848234,0.04020693657704285
1,Deaths,213,Niger,3,Both,22,All Ages,562,Opioid use disorders,3,Rate,1990,0.1811555574221802,0.28599946411192084,0.11236645341603353
1,Deaths,160,Afghanistan,1,Male,22,All Ages,562,Opioid use disorders,3,Rate,1990,0.414340308292852,0.7289237766311576,0.10055402224379686
1,Deaths,160,Afghanistan,2,Female,22,All Ages,562,Opioid use disorders,3,Rate,1990,0.442524835074683,0.7795036206970544,0.18207240902762475
1,Deaths,160,Afghanistan,3,Both,22,All Ages,562,Opioid use disorders,3,Rate,1990,0.42819263228934107,0.6969162428061919,0.16226042877723182
1,Deaths,129,Honduras,1,Male,22,All Ages,562,Opioid use disorders,3,Rate,1992,0.6791453337194193,0.9213239361683674,0.45647859816006137
1,Deaths,129,Honduras,2,Female,22,All Ages,562,Opioid use disorders,3,Rate,1992,0.11744237859503814,0.16335521747349466,0.08030002982708805
1,Deaths,129,Honduras,3,Both,22,All Ages,562,Opioid use disorders,3,Rate,1992,0.3970061027095798,0.522363857715087,0.2863442484966599
1,Deaths,60,Lithuania,1,Male,22,All Ages,562,Opioid use disorders,3,Rate,1990,1.544904770071135,1.7728947018008385,1.3449668080713935
1,Deaths,60,Lithuania,2,Female,22,All Ages,562,Opioid use disorders,3,Rate,1990,0.31127831223634633,0.35376643622436066,0.27497477049140134
1,Deaths,60,Lithuania,3,Both,22,All Ages,562,Opioid use disorders,3,Rate,1990,0.8958503412005235,1.004920538183804,0.7975486023228117
1,Deaths,305,Bermuda,1,Male,22,All Ages,562,Opioid use disorders,3,Rate,1991,1.3381704331239272,1.5440536079477813,1.1193523429246568
1,Deaths,305,Bermuda,2,Female,22,All Ages,562,Opioid use disorders,3,Rate,1991,0.27705967530466025,0.3143449152873582,0.23793856258741414
1,Deaths,305,Bermuda,3,Both,22,All Ages,562,Opioid use disorders,3,Rate,1991,0.7922038302569342,0.8920254204729449,0.6800010218917797
1,Deaths,161,Bangladesh,1,Male,22,All Ages,562,Opioid use disorders,3,Rate,1990,0.6144703289447274,1.0342362040361714,0.19223314586130746
1,Deaths,161,Bangladesh,2,Female,22,All Ages,562,Opioid use disorders,3,Rate,1990,0.37303955061747784,0.5725498648247935,0.12222573055951413
1,Deaths,161,Bangladesh,3,Both,22,All Ages,562,Opioid use disorders,3,Rate,1990,0.4971551661048419,0.7410924541355516,0.16412027697525375
1,Deaths,181,Madagascar,1,Male,22,All Ages,562,Opioid use disorders,3,Rate,1992,0.4052716841370528,0.5738365708199382,0.24330037740502888
1,Deaths,181,Madagascar,2,Female,22,All Ages,562,Opioid use disorders,3,Rate,1992,0.052786521291812334,0.06797037337647785,0.03759624781771248
1,Deaths,181,Madagascar,3,Both,22,All Ages,562,Opioid use disorders,3,Rate,1992,0.2286437967834949,0.3129542614218163,0.1444762963349496
1,Deaths,78,Denmark,1,Male,22,All Ages,562,Opioid use disorders,3,Rate,1992,2.4565991301637062,2.905540992006218,2.0254688446677696
1,Deaths,78,Denmark,2,Female,22,All Ages,562,Opioid use disorders,3,Rate,1992,0.6368116237665817,0.736912666863332,0.5530772121101116
1,Deaths,78,Denmark,3,Both,22,All Ages,562,Opioid use disorders,3,Rate,1992,1.5339763985015287,1.7502648278982043,1.323737407150309
1,Deaths,178,Eritrea,1,Male,22,All Ages,562,Opioid use disorders,3,Rate,1992,0.5245615995184217,0.7917656492381597,0.25429446400109307
1,Deaths,178,Eritrea,2,Female,22,All Ages,562,Opioid use disorders,3,Rate,1992,0.03982918945920967,0.056098245906309116,0.021944655829859185
1,Deaths,178,Eritrea,3,Both,22,All Ages,562,Opioid use disorders,3,Rate,1992,0.2810171953651539,0.41355753742392926,0.13910984126983714
1,Deaths,205,Cote d'Ivoire,1,Male,22,All Ages,562,Opioid use disorders,3,Rate,1992,0.799674432409073,1.0388048238218341,0.5968013184423634
1,Deaths,205,Cote d'Ivoire,2,Female,22,All Ages,562,Opioid use disorders,3,Rate,1992,0.08072851794684355,0.10332048491807147,0.05859747137526133
1,Deaths,205,Cote d'Ivoire,3,Both,22,All Ages,562,Opioid use disorders,3,Rate,1992,0.4477667795219769,0.5708105094286411,0.34143409212981624
1,Deaths,197,Swaziland,1,Male,22,All Ages,562,Opioid use disorders,3,Rate,1991,1.7672984393111288,2.4061699878572163,1.3508184177701472
1,Deaths,197,Swaziland,2,Female,22,All Ages,562,Opioid use disorders,3,Rate,1991,0.4656658830450342,0.598042006514299,0.34945513550857693
1,Deaths,197,Swaziland,3,Both,22,All Ages,562,Opioid use disorders,3,Rate,1991,1.0841951351038104,1.3757281299505277,0.8693952461371711
1,Deaths,186,Seychelles,1,Male,22,All Ages,562,Opioid use disorders,3,Rate,1990,0.5525615846660232,0.6804431512763668,0.40063755515598104
1,Deaths,186,Seychelles,2,Female,22,All Ages,562,Opioid use disorders,3,Rate,1990,0.19819179650456212,0.2417921793850774,0.13749382962660756
1,Deaths,186,Seychelles,3,Both,22,All Ages,562,Opioid use disorders,3,Rate,1990,0.37508910151413305,0.4493942051527308,0.28119268724657037
1,Deaths,140,Bahrain,1,Male,22,All Ages,562,Opioid use disorders,3,Rate,1990,1.2728344746942173,1.5409124463016683,1.0374352503391868
1,Deaths,140,Bahrain,2,Female,22,All Ages,562,Opioid use disorders,3,Rate,1990,0.10510743025442094,0.12219701996480849,0.08873316654334511
1,Deaths,140,Bahrain,3,Both,22,All Ages,562,Opioid use disorders,3,Rate,1990,0.7818408007936302,0.935848975305504,0.6430732637031445
1,Deaths,145,Kuwait,1,Male,22,All Ages,562,Opioid use disorders,3,Rate,1991,0.3059701370836994,0.37186392670626744,0.24722553113893717
1,Deaths,145,Kuwait,2,Female,22,All Ages,562,Opioid use disorders,3,Rate,1991,0.0818363567758385,0.09433298975595732,0.07051427421079161
1,Deaths,145,Kuwait,3,Both,22,All Ages,562,Opioid use disorders,3,Rate,1991,0.21023617591677005,0.24702918653742373,0.17630938176200225
1,Deaths,130,Mexico,1,Male,22,All Ages,562,Opioid use disorders,3,Rate,1992,0.5003035579191044,0.5225669924229176,0.47857391860357973
1,Deaths,130,Mexico,2,Female,22,All Ages,562,Opioid use disorders,3,Rate,1992,0.14458821213376713,0.15071175834679262,0.13905284510178378
1,Deaths,130,Mexico,3,Both,22,All Ages,562,Opioid use disorders,3,Rate,1992,0.3196933783559599,0.33093394062300363,0.3084644215555033
1,Deaths,27,Samoa,1,Male,22,All Ages,562,Opioid use disorders,3,Rate,1992,0.2520994057331815,0.39019827794363476,0.12104478096367126
1,Deaths,27,Samoa,2,Female,22,All Ages,562,Opioid use disorders,3,Rate,1992,0.12470182363921169,0.18031434215804285,0.07242015596741988
1,Deaths,27,Samoa,3,Both,22,All Ages,562,Opioid use disorders,3,Rate,1992,0.19137886298098783,0.2703539524292347,0.11088190893153245
1,Deaths,376,Northern Mariana Islands,1,Male,22,All Ages,562,Opioid use disorders,3,Rate,1992,0.27156060191394327,0.36136866070739526,0.19230019545760735
1,Deaths,376,Northern Mariana Islands,2,Female,22,All Ages,562,Opioid use disorders,3,Rate,1992,0.06205598521293558,0.08852009561880253,0.03979551331087789
1,Deaths,376,Northern Mariana Islands,3,Both,22,All Ages,562,Opioid use disorders,3,Rate,1992,0.17007957147055608,0.21723943495886916,0.12941317514123743
1,Deaths,172,Equatorial Guinea,1,Male,22,All Ages,562,Opioid use disorders,3,Rate,1991,1.5119768930187112,2.1586669611519533,0.8346742577086799
1,Deaths,172,Equatorial Guinea,2,Female,22,All Ages,562,Opioid use disorders,3,Rate,1991,0.3265721211169037,0.47873800945843376,0.19830627296268424
1,Deaths,172,Equatorial Guinea,3,Both,22,All Ages,562,Opioid use disorders,3,Rate,1991,0.8963351736910528,1.247464617005907,0.5391224484671671
1,Deaths,71,Australia,1,Male,22,All Ages,562,Opioid use disorders,3,Rate,1991,2.987169381921088,3.2384071544720925,2.7484756242620945
1,Deaths,71,Australia,2,Female,22,All Ages,562,Opioid use disorders,3,Rate,1991,0.8468205023796179,0.9300957544988856,0.7725097686385092
1,Deaths,71,Australia,3,Both,22,All Ages,562,Opioid use disorders,3,Rate,1991,1.910385585376331,2.0411357146274427,1.7854976371466764
1,Deaths,34,Azerbaijan,1,Male,22,All Ages,562,Opioid use disorders,3,Rate,1990,0.1995571692722018,0.23344992442534596,0.16393277659988806
1,Deaths,34,Azerbaijan,2,Female,22,All Ages,562,Opioid use disorders,3,Rate,1990,0.07592348964053766,0.09070904610056704,0.06277884504706265
1,Deaths,34,Azerbaijan,3,Both,22,All Ages,562,Opioid use disorders,3,Rate,1990,0.13626757164048764,0.15443735143577064,0.11640367215287226
1,Deaths,19,Timor-Leste,1,Male,22,All Ages,562,Opioid use disorders,3,Rate,1991,0.14449933365079853,0.24694407007463254,0.05990518477457561
1,Deaths,19,Timor-Leste,2,Female,22,All Ages,562,Opioid use disorders,3,Rate,1991,0.07239605484216284,0.12368705066439427,0.030897245297104498
1,Deaths,19,Timor-Leste,3,Both,22,All Ages,562,Opioid use disorders,3,Rate,1991,0.10958570119988836,0.16218939584332603,0.052092135183059204
1,Deaths,206,The Gambia,1,Male,22,All Ages,562,Opioid use disorders,3,Rate,1992,0.5516393557406263,0.856768031609123,0.3246973421494581
1,Deaths,206,The Gambia,2,Female,22,All Ages,562,Opioid use disorders,3,Rate,1992,0.06521891900815963,0.0840071210268066,0.04929849546022172
1,Deaths,206,The Gambia,3,Both,22,All Ages,562,Opioid use disorders,3,Rate,1992,0.3085929957912071,0.4595893547907456,0.19453962993919782
1,Deaths,53,Serbia,1,Male,22,All Ages,562,Opioid use disorders,3,Rate,1992,0.6386976986185697,0.8067846215194562,0.48681461029074496
1,Deaths,53,Serbia,2,Female,22,All Ages,562,Opioid use disorders,3,Rate,1992,0.14291268170729746,0.17625261351578297,0.10299877720370028
1,Deaths,53,Serbia,3,Both,22,All Ages,562,Opioid use disorders,3,Rate,1992,0.3864487877242088,0.471973641338964,0.3047934169577376
1,Deaths,63,Ukraine,1,Male,22,All Ages,562,Opioid use disorders,3,Rate,1990,2.59926713581124,2.8718911678274104,2.3437176097856045
1,Deaths,63,Ukraine,2,Female,22,All Ages,562,Opioid use disorders,3,Rate,1990,0.5485264309633564,0.6154456535559018,0.43530308250822086
1,Deaths,63,Ukraine,3,Both,22,All Ages,562,Opioid use disorders,3,Rate,1990,1.498041680436934,1.6227257865120288,1.3656782467610298
1,Deaths,89,Netherlands,1,Male,22,All Ages,562,Opioid use disorders,3,Rate,1990,0.5669444321019323,0.6251344778324356,0.5124264356635833
1,Deaths,89,Netherlands,2,Female,22,All Ages,562,Opioid use disorders,3,Rate,1990,0.09223781375506906,0.10128681608909222,0.08267677770410668
1,Deaths,89,Netherlands,3,Both,22,All Ages,562,Opioid use disorders,3,Rate,1990,0.32685779466359227,0.3562159751029533,0.298445841358502
1,Deaths,171,Democratic Republic of the Congo,1,Male,22,All Ages,562,Opioid use disorders,3,Rate,1991,1.155927353168373,1.669860974455926,0.7193971520879715
1,Deaths,171,Democratic Republic of the Congo,2,Female,22,All Ages,562,Opioid use disorders,3,Rate,1991,0.26930677379012213,0.3692946723484392,0.17905579882502934
